"","USER_ID","AgeGroup","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","Party"
"1863",3338,"18-24","Male","over $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","No","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
"1864",3339,"Over65","Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Private","No","Yes","No","No","No","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","A.M.","No","Start","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","Yes","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Democrat"
"1865",3341,"35-44","Male","over $150,000","Married (w/kids)","Doctoral Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Art","Study first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Democrat"
"1866",3344,"25-34","Female","under $25,000","Single (no kids)","Bachelor's Degree","No","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","No","Art","Study first","Yes","No","Yes","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","Mac","Yes","Cautious","Yes","Umm...","Yes","Socialize","No","Online","No","No","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Only-child","No","No","No","Republican"
"1867",3345,"25-34","Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","End","No","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","Yes","PC","Yes","Risk-friendly","No","Umm...","Yes","Space","No","In-person","No","No","Yes","No","Grrr people","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","Republican"
"1868",3348,"35-44","Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","No","No","Yes","Giving","No","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","No","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","No","No","Yes","Demanding","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Republican"
"1869",3350,"25-34","Male","over $150,000","Single (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","No","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Democrat"
"1870",3351,"18-24","Male","over $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","Yes","Yes","Private","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","No","No","No","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","No","No","No","No","No","Yes","No","No","No","No","No","No","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Republican"
"1871",3352,"18-24","Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","Yes","Yes!","Yes","Socialize","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Rent","Optimist","Dad","Yes","No","No","Yes","Check!","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Republican"
"1872",3354,"18-24","Female","over $150,000","Single (no kids)","Current Undergraduate","Yes","Yes","Yes","No","No","Yes","Public","No","Yes","Yes","Yes","Yes","No","No","Science","Study first","No","Yes","Yes","No","Receiving","Yes","Yes","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","Yes","TMI","Yes","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Risk-friendly","Yes","Umm...","Yes","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Democrat"
"1873",3355,"18-24","Male","$100,001 - $150,000","Single (no kids)","Current K-12","No","No","Yes","No","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","No","Yes","Idealist","No","No","Hot headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","Yes","Mysterious","Yes","No","Talk","Technology","Yes","No","Yes","No","No","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Space","Yes","In-person","No","Yes","No","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Democrat"
"1874",3358,"45-54","Male","over $150,000","Domestic Partners (no kids)","High School Diploma","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","TMI","No","Yes","Talk","Technology","Yes","Yes","No","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Democrat"
"1875",3361,"35-44","Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","Yes","Public","Yes","Yes","Yes","Yes","Yes","No","Yes","Art","Try first","Yes","No","No","No","Receiving","No","Yes","Idealist","Yes","No","Hot headed","Standard hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Demanding","No","Mac","No","Cautious","Yes","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Democrat"
"1876",3362,"25-34","Female","$25,001 - $50,000","Married (w/kids)","High School Diploma","No","Yes","No","No","No","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","No","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Democrat"
"1877",3364,"35-44","Female","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","No","No","No","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Democrat"
"1878",3367,"18-24","Male","under $25,000","Single (no kids)","Bachelor's Degree","Yes","Yes","No","No","No","No","Private","No","Yes","Yes","No","No","No","Yes","Science","Study first","No","No","No","No","Giving","No","Yes","Idealist","No","No","Hot headed","Odd hours","No","Right","No","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","No","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","No","Own","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Republican"
"1879",3371,"25-34","Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","No","No","No","Yes","No","Yes","Public","Yes","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Republican"
"1880",3374,"18-24","Male","$75,000 - $100,000","Single (no kids)","Current K-12","Yes","Yes","No","No","No","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Talk","People","Yes","No","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Own","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Democrat"
"1881",3377,"25-34","Female","over $150,000","Married (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Democrat"
"1882",3378,"35-44","Male","under $25,000","Single (no kids)","Bachelor's Degree","No","Yes","No","No","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Democrat"
"1883",3379,"25-34","Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","No","No","No","No","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","No","No","Yes","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","No","No","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","Yes","No","No","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Republican"
"1884",3380,"35-44","Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Rent","Optimist","Dad","No","Yes","Yes","No","Check!","Yes","No","No","No","Yes","Yes","Only-child","No","No","Yes","Republican"
"1885",3381,"35-44","Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","Yes","Yes","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","No","Start","Yes","No","Me","Yes","No","Yes","No","Yes","Mysterious","No","No","Talk","Technology","No","No","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","No","Own","Pessimist","Mom","No","Yes","No","No","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Democrat"
"1886",3383,"45-54","Female","$100,001 - $150,000","Single (no kids)","Master's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","No","No","Only-child","No","No","Yes","Republican"
"1887",3386,"18-24","Male","over $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","Yes","Private","No","Yes","Yes","Yes","No","No","No","Science","Try first","Yes","Yes","Yes","No","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","Yes","Yes","Yes","Yes","No","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Own","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
"1888",3391,"25-34","Female","under $25,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","Yes","No","Public","Yes","Yes","Yes","No","Yes","Yes","Yes","Art","Try first","Yes","No","Yes","No","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","No","Yes","Yes","Demanding","No","PC","No","Cautious","No","Umm...","Yes","Space","Yes","In-person","No","No","Yes","No","Grrr people","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Rent","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Democrat"
"1889",3393,"35-44","Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","Yes","No","Receiving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","No","End","No","Yes","Me","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","Yes","Yes","Demanding","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Rent","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","Yes","Yes","Yes","Yes","No","Only-child","Yes","No","Yes","Republican"
"1890",3397,"25-34","Male","over $150,000","Single (no kids)","Bachelor's Degree","No","Yes","No","No","No","Yes","Public","No","No","Yes","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","No","End","No","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","Yes","Space","No","Online","No","No","No","No","Yay people!","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","No","No","Yes","Yes","No","No","No","Democrat"
"1891",3398,"45-54","Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Yes","Yes","No","Yes","No","No","Public","Yes","No","No","Yes","No","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","Yes","No","P.M.","No","End","Yes","No","Me","Yes","No","Yes","No","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","No","Yes","Grrr people","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Republican"
"1892",3399,"25-34","Male","under $25,000","Single (no kids)","Bachelor's Degree","No","No","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Own","Optimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Republican"
"1893",3401,"25-34","Female","$75,000 - $100,000","Married (no kids)","Master's Degree","No","Yes","No","No","No","Yes","Private","Yes","Yes","No","No","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","No","No","Me","No","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","No","No","Yes","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Democrat"
"1894",3402,"45-54","Female","over $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","No","No","Yes","Public","No","No","No","Yes","No","No","No","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","No","End","Yes","No","Circumstances","No","No","Yes","Yes","No","TMI","No","Yes","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","No","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Democrat"
"1895",3405,"35-44","Female","$50,000 - $74,999","Single (no kids)","High School Diploma","No","Yes","No","No","Yes","No","Public","No","No","Yes","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","Yes","Receiving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","No","End","Yes","No","Me","No","Yes","No","No","No","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","No","No","No","Yay people!","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","Rent","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Republican"
"1896",3409,"35-44","Male","$75,000 - $100,000","Single (no kids)","High School Diploma","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","Yes","No","Yes","No","Mysterious","Yes","No","Talk","Technology","No","Yes","No","Yes","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Rent","Pessimist","Dad","No","Yes","No","Yes","Nope","No","No","Yes","Yes","No","No","Yes","Yes","No","No","Democrat"
"1897",3410,"35-44","Female","$25,001 - $50,000","Single (no kids)","High School Diploma","Yes","No","No","Yes","No","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Try first","No","No","No","Yes","Receiving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","No","No","Me","No","Yes","No","Yes","Yes","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Republican"
